a,0.5699462890625,-0.63177490234375,-0.4158935546875
g,-0.25347900390625,-0.0987548828125,0.00518798828125
a,0.31781005859375,-0.38604736328125,-0.43914794921875
g,-0.15948486328125,-0.03070068359375,-0.06103515625
a,0.19384765625,-0.28857421875,-0.571044921875
g,-0.00750732421875,0.0106201171875,-0.06719970703125
a,0.32232666015625,-0.24755859375,-0.71856689453125
g,0.03668212890625,0.0001220703125,0.015380859375
a,0.0992431640625,-0.28509521484375,-0.95941162109375
g,-0.0263671875,0.0330810546875,-0.02691650390625
a,0.10528564453125,-0.239990234375,-0.99127197265625
g,-0.02288818359375,0.03179931640625,-0.0206298828125
a,0.0362548828125,-0.24310302734375,-0.89520263671875
g,-0.00396728515625,-0.02032470703125,-0.0321044921875
a,0.0718994140625,-0.11505126953125,-0.9913330078125
g,-0.01239013671875,-0.00469970703125,-0.034423828125
a,0.22662353515625,-0.06146240234375,-1.1212158203125
g,-0.03375244140625,-0.01300048828125,-0.035888671875
a,0.31512451171875,-0.00946044921875,-1.10870361328125
g,-0.015869140625,-0.01171875,-0.0338134765625
a,0.20611572265625,-0.0123291015625,-0.88360595703125
g,0.0096435546875,-0.0284423828125,-0.03338623046875
a,0.00732421875,-0.0428466796875,-0.99920654296875
g,-0.02587890625,-0.03277587890625,-0.01702880859375
a,-0.04754638671875,0.10711669921875,-1.017822265625
g,-0.0015869140625,-0.020751953125,-0.00164794921875
a,0.0068359375,-0.04931640625,-0.99774169921875
g,0.0172119140625,0.00335693359375,0.0155029296875
a,0.06732177734375,0.04095458984375,-0.98797607421875
g,0.00653076171875,0.0025634765625,0.00421142578125
a,0.105712890625,0.00439453125,-1.02777099609375
g,0.0093994140625,0.01226806640625,0.0220947265625
a,0.13079833984375,-0.14581298828125,-0.83868408203125
g,-0.00689697265625,0.0242919921875,0.0367431640625
a,0.19873046875,-0.212890625,-1.038330078125
g,0.0166015625,0.02239990234375,0.03125
a,0.118408203125,-0.17791748046875,-1.09930419921875
g,-0.0068359375,0.00958251953125,0.01617431640625
a,0.0372314453125,0.02105712890625,-0.9537353515625
g,0.0050048828125,-0.02630615234375,-0.00274658203125
a,0.186279296875,-0.05096435546875,-0.93743896484375
g,0.01025390625,-0.01654052734375,-0.02099609375
a,0.0750732421875,-0.1949462890625,-0.88250732421875
g,-0.0068359375,0.01837158203125,-0.0361328125
a,0.09490966796875,-0.17230224609375,-1.1129150390625
g,-0.02642822265625,0.03076171875,-0.00872802734375
a,0.1474609375,-0.12896728515625,-1.06536865234375
g,-0.02325439453125,-0.01324462890625,0.01385498046875
a,0.1163330078125,-0.0712890625,-0.99774169921875
g,-0.0093994140625,-0.01068115234375,0.00531005859375
a,0.08111572265625,-0.02154541015625,-0.98333740234375
g,0.006103515625,-0.00482177734375,-0.00537109375
a,0.06622314453125,-0.00848388671875,-1.02734375
g,0.0098876953125,-0.00341796875,-0.00244140625
a,0.07781982421875,-0.00421142578125,-1.0286865234375
g,0.0089111328125,-0.0074462890625,0.00146484375
a,0.05572509765625,-0.03387451171875,-0.9931640625
g,0.010009765625,-0.00537109375,0.00213623046875
a,0.05218505859375,-0.0517578125,-0.97259521484375
g,0.005615234375,-0.003662109375,-0.000732421875
a,0.0086669921875,-0.070068359375,-1.01519775390625
g,-0.0079345703125,-0.0032958984375,-0.0028076171875
a,-0.0224609375,-0.06610107421875,-1.03045654296875
g,0.00921630859375,-0.004150390625,0.0052490234375
a,-0.01080322265625,-0.09368896484375,-1.01513671875
